Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
433,PB2016A00433,Registered Agent,Westridge Crossing Condominium Assoc,6400,N,Ridge,BLVD,31,11-31-401-105-1000,,,08/15/2016,41.9980192582,-87.6770194601,"(41.99801925816484, -87.67701946010892)"
367,PB2016A00367,Authorized Agent,Printers Row Condominium Assoc,711,S,Dearborn,ST,104,17-16-407-021-1001-1126,,,07/25/2016,41.8731276065,-87.6290134059,"(41.87312760648734, -87.62901340587868)"
567,PB2016A00567,President,3150 N Sheridan Rd Condominium Assoc,3150,N,Sheridan,RD,106,14-28-103-055-1001-1106,,,09/23/2016,41.939221635,-87.6396649875,"(41.93922163502228, -87.6396649875027)"
592,PB2016A00592,Authorized Agent,Chelsea Townhomes,1109,W,Monroe,ST,1,17-17-210-100-0000,,,09/22/2016,41.8802518135,-87.6550810184,"(41.88025181353735, -87.65508101844046)"
777,PB2016A00777,Registered Agent,768 West Jackson LLC,768,W,Jackson,BLVD,103,17-16-110-027-0000,10/06/2016,,10/06/2016,41.8780635428,-87.6467166778,"(41.87806354278098, -87.6467166778314)"
205,PB2016A00205,Authorized Agent,3500 Club Condominium Assoc,3424-3460,W,Belmont,AVE,34,13-23-409-060-0000,,,08/01/2016,41.9393703345,-87.7135660217,"(41.93937033448838, -87.71356602170874)"
1795,PB2017A01795,Owner,,3801,W,Wrightwood,AVE,8,13-26-318-007-0000,,08/23/2017,08/23/2017,41.928087477,-87.7220504307,"(41.92808747698629, -87.72205043074669)"
3,PB2016A00003,Asst Manager,5455 Edgewater Plaza,5455,N,Sheridan,RD,465,14-08-203-016-1001-1464,,01/26/2016,07/18/2016,41.9815469749,-87.6549834816,"(41.98154697487521, -87.65498348161402)"
1035,PB2017A01035,Manager,,5530-5532,S,Shore,DR,122,20-13-13-009-0000,,02/01/2017,02/01/2017,41.7943512981,-87.580578378,"(41.794351298103074, -87.5805783780428)"
2710,PB2019A02710,Manager,,1002,W,Van Buren,ST,26,17-17-224-029-0000,,10/02/2019,10/02/2019,41.8767082712,-87.6520088126,"(41.87670827115742, -87.65200881256497)"
1736,PB2017A01736,authorized agent,Buena Claredon Condominium,4201,N,Clarendon,AVE,12,14-16-302-032-1001-1012,,08/14/2017,08/14/2017,41.9585315801,-87.6496706289,"(41.95853158012657, -87.64967062893432)"
741,PB2016A00741,Owner,Leaning Tree Chute LLC The Belmont by Reside,3170,N,Sheridan,RD,307,14-28-103-043-0000,,,10/11/2016,41.9397836464,-87.6396927655,"(41.93978364637327, -87.63969276546587)"
628,PB2016A00628,Authorized Agent,Chelsea Townhomes,1137 #4,W,Monroe,ST,1,17-17-210-064-0000,,,09/22/2016,41.8802352922,-87.6561414428,"(41.88023529222652, -87.6561414427707)"
677,PB2016A00677,Registered Agent,River City Condo Assoc,800,S,Wells,ST,448,17-16-401-017-1001-1448,,,10/12/2016,41.8720863522,-87.6337184683,"(41.87208635220723, -87.6337184683434)"
2378,PB2018A02378,President,1819 S Michigan Ave Condo Association,1819,S,Michigan,AVE,94,17-22-307-121,,10/03/2018,10/03/2018,41.8573515788,-87.6237738725,"(41.85735157880852, -87.6237738725254)"
1509,PB2017A01509,Registered Agent,,2919,N,WOLCOTT,AVE,999,99999999999999,,08/10/2017,08/10/2017,41.934752396,-87.6756235735,"(41.934752396045894, -87.67562357347374)"
82,PB2016A00082,Authorized Agent,3550 N Lake Shore Dr Condominium Assoc,3550,N,Lake Shore,DR,728,14-21-111-007-1001-1725,,,07/28/2016,41.9481304644,-87.643323857,"(41.94813046439078, -87.64332385698383)"
1790,PB2017A01790,Owner,,3635,W,Grace,ST,8,13-23-122-017-0000,,08/23/2017,08/23/2017,41.9500198479,-87.7191492042,"(41.95001984785831, -87.71914920417882)"
185,PB2016A00185,Authorized Agent,426 West Barry Condominium Assoc,426,W,Barry,AVE,51,14-28-105-083-1001,,,08/01/2016,41.9378301601,-87.6405034403,"(41.93783016007838, -87.64050344028473)"
1544,PB2017A01544,Property Manager,Landmark Village Condo Association,2901,N,wolcott,AVE,999,14-30-222-173-1091,,08/10/2017,08/10/2017,41.934184907,-87.6756051855,"(41.93418490700686, -87.67560518553574)"
1447,PB2017A01447,PROPERTY MANAGER,,123-125,N,JEFFERSON,ST,6,17-09-332-004-0000,,07/20/2017,07/20/2017,41.8839312513,-87.6425735441,"(41.88393125128781, -87.64257354413384)"
1893,PB2017A01893,authorized agent,,1436,S,Federal,ST,1,17212110360000,,09/11/2017,09/11/2017,41.8630770594,-87.6295180996,"(41.86307705941308, -87.62951809958027)"
814,PB2017A00814,Authorized Agent,"Hard Slab LLC Reside at 823, Reside at 849, Reside on Clarendon",849,W,Buena,AVE,,14-17-414-002-0000,,,10/11/2016,41.9583527832,-87.6518059737,"(41.95835278315766, -87.65180597369445)"
3104,PB2020A03104,Attorney,,360,W,Hubbard,ST,450,17-09-130-011-0000,,10/09/2020,10/09/2020,41.8900418344,-87.6378686388,"(41.890041834402034, -87.63786863880847)"
873,PB2017A00873,Board President,3410 Lake Shore Drive Condo Assoc,3410,N,Lake Shore,DR,181,14-21-307-052-1001-1256,11/02/2016,,11/02/2016,41.9437289161,-87.640858756,"(41.94372891612274, -87.64085875600772)"
770,PB2016A00770,Authorized Agent,Belden Stratford Apartments,2300,N,Lincoln Park West,,297,14-33-201-012-0000,,,10/05/2016,41.9239084549,-87.6366631656,"(41.92390845485592, -87.63666316560742)"
2130,PB2018A02130,authorized agent,1850 W. Division Condo Association,1850,W,Division,ST,14,17-06-227-072-1001-1033,01/29/2018,02/13/2018,02/13/2018,41.9033446129,-87.6744744684,"(41.90334461287676, -87.67447446843926)"
634,PB2016A00634,Authorized Agent,Chelsea Townhomes,1137 #10,W,Monroe,ST,1,17-17-210-058-0000,,,09/22/2016,41.8802352922,-87.6561414428,"(41.88023529222652, -87.6561414427707)"
3241,PB2022A03241,Registered Agent,1525-27 E 65th St Condo Association,1527,E,65th,ST,6,20-23-219-052-1004,11/13/2021,07/10/2022,07/10/2022,41.7768512549,-87.5877695892,"(41.77685125487421, -87.58776958924336)"
2066,PB2017A02066,"Lakeview Associates, Inc. (property manager)",,1204-1210,W,Draper,ST,18,14-29-315-052-0000,,11/21/2017,11/21/2017,41.928348606,-87.6588095837,"(41.928348606031385, -87.65880958371886)"
1052,PB2017A01052,Board President,330 S. Michigan Condo Assoc,330,S,Michigan,AVE,75,17-15-107-045-1001-1097,,02/02/2017,02/02/2017,41.8775260852,-87.6244473157,"(41.8775260852497, -87.6244473157032)"
1117,PB2017A01117,President,Lakewood Commons West Condo Assoc,2301,N,Wayne,AVE,50,14-32-105-019-1001-1099,01/31/2017,02/15/2017,02/15/2017,41.9235265632,-87.6618996627,"(41.923526563248096, -87.66189966270355)"
1531,PB2017A01531,authorized agent,North Town Village Condo Assoc,759,W,Eastman,ST,145,17-04-113-100-1018,,08/10/2017,08/10/2017,41.9066355623,-87.6479599033,"(41.906635562266025, -87.6479599033147)"
2848,PB2019A02848,Manager,,7950-7956,S,Drexel,AVE,24,20-35-101-029-0000,,10/02/2019,10/02/2019,41.7498016018,-87.6028637438,"(41.74980160182625, -87.60286374381818)"
642,PB2016A00642,Authorized Agent,Chelsea Townhomes,1137 #18,W,Monroe,ST,1,17-17-210-050-0000,,,09/22/2016,41.8802352922,-87.6561414428,"(41.88023529222652, -87.6561414427707)"
2996,PB2019A02996,manager,,9101,S,beverly,AVE,38,25-06-406-001-0000,,10/30/2019,10/30/2019,41.7284083378,-87.6668185424,"(41.72840833777332, -87.66681854236654)"
372,PB2016A00372,Authorized Agent,2241 N. Dayton Condominium Assoc,2241,N,Dayton,ST,3,14-32-212-045-1001-1003,,07/03/2015,08/22/2016,41.9230200997,-87.6497441704,"(41.92302009974356, -87.64974417037148)"
68,PB2016A00068,Authorized Agent,The Collonade on Paulina Condos,4309,N,Paulina,ST,16,14-18-408-37-1001-1016,,01/18/2003,07/22/2016,41.9600676327,-87.6706439714,"(41.96006763267432, -87.67064397137128)"
2106,PB2017A02106,Registered Agent,SL Condominium Association,367,W,Locust,ST,44,17-04-436-062-1001,,12/26/2017,12/26/2017,41.898818641,-87.6383719431,"(41.89881864100858, -87.63837194307236)"
499,PB2016A00499,Registered Agent,4Units 4Us Condominium Assoc,4432-4434,N,Dover,ST,4,14-17-121-639-1001-1004,,,09/01/2016,41.9626361207,-87.6651655101,"(41.9626361207018, -87.66516551010588)"
1871,PB2017A01871,authorized agent,,1347,S,Clark,ST,1,17-21-211-188-0000,,09/11/2017,09/11/2017,41.8644488784,-87.6301778625,"(41.86444887837541, -87.63017786246479)"
1202,PB2017A01202,Board President,Lincoln Lofts Condo Assoc,3151,N,Lincoln,AVE,52,14-29-100-040-1001-1052,,03/03/2017,03/03/2017,41.9390937859,-87.6676469504,"(41.93909378585224, -87.66764695042058)"
1215,PB2017A01215,authorized agent,Via Como Townhomes Homeowners Assoc,500,N,Peoria,ST,37,17-08-242-020-0000 thru 17-08-242-056-0000,,03/07/2017,03/07/2017,41.8912072115,-87.6501109173,"(41.89120721151563, -87.65011091726517)"
3115,PB2021A03115,Property Manager,The Lake Shore Condominium Association,1440,N,LAKE SHORE,DR,234,17-03-103-028,04/30/2008,02/12/2021,02/12/2021,41.9089892016,-87.6261902339,"(41.90898920159528, -87.62619023387691)"
144,PB2016A00144,Authorized Agent,210 E Walton Condominium Assoc,210,E,Walton,PL,5,17-03-208-024-1001-1005,,,08/01/2016,41.9001621316,-87.6214547203,"(41.90016213161898, -87.62145472030058)"
332,PB2016A00332,Property Manager,Barclay Condominium Assoc,4940,S,East End,AVE,87,20-12-102-007-1001-1083,,,08/03/2016,41.8049231767,-87.5856245553,"(41.804923176685726, -87.58562455528525)"
882,PB2017A00882,Registered Agent,Eco North I Condo Assoc,1842,W,Irving Park,RD,16,14-18-424-038-1001-1016,08/31/2016,,11/19/2016,41.9543040385,-87.675859027,"(41.95430403851918, -87.67585902698627)"
1055,PB2017A01055,authorized agent,Park Condo Assoc,4572,N,Milwaukee,AVE,45,13-16-117-045-1001-1045,,02/02/2017,02/02/2017,41.9641542774,-87.7577042642,"(41.964154277392986, -87.75770426421005)"
220,PB2016A00220,Property Manager,Commonwealth Plaza Condominium Assoc,330,W,Diversey,PKWY,376,14-28-206-005-1001-1376,,,08/04/2016,41.9330419872,-87.6380227109,"(41.93304198721907, -87.63802271094978)"
1459,PB2017A01459,PROPERTY MANAGER,,1936,N,SHEFFIELD,AVE,5,14-32-403-032-0000,,07/20/2017,07/20/2017,41.9172877021,-87.6534889837,"(41.91728770211615, -87.65348898365654)"
841,PB2017A00841,Owner,Northtown Village Phase II,1342,N,Burling,ST,,17-04-113-100-1117,,,08/29/2016,41.9060788352,-87.647479181,"(41.906078835223646, -87.64747918101058)"
842,PB2017A00842,Owner,Northtown Village Phase II,1328,N,Burling,ST,,17-04-113-100-1120,,,08/29/2016,41.9056984956,-87.6474689702,"(41.90569849558924, -87.64746897017633)"
2239,PB2018A02239,Property Manager,,3549,W,Shakespeare,AVE,5,13-35-221-012-0000,,04/03/2018,04/03/2018,41.9199340688,-87.7156078361,"(41.919934068845265, -87.71560783612198)"
101,PB2016A00101,Authorized Agent,2901 N Rockwell Condominium Assoc,2544-2548,W,George,ST,19,13-25-220-034-1001-1019,,,07/29/2016,41.9340643441,-87.6922137045,"(41.93406434406035, -87.69221370450663)"
2722,PB2019A02722,Manager,,2939-2951,N,Broadway,,12,14-28-112-001-0000,,10/02/2019,10/02/2019,41.9360802897,-87.6441166627,"(41.93608028971925, -87.64411666273483)"
1943,PB2017A01943,Community Association Manager,Lakeside Tower Condominium Association,1600,S,Indiana,AVE,143,17-22-302-107-1001-1305,07/20/2017,09/18/2017,09/18/2017,41.8602269958,-87.6225303259,"(41.86022699584694, -87.62253032593094)"
813,PB2017A00813,Authorized Agent,"Hard Slab LLC Reside at 823, Reside at 849, Reside on Clarendon",823,W,Buena,AVE,218,14-17-414-006-0000,,,10/11/2016,41.9583664764,-87.6507314731,"(41.958366476398254, -87.6507314730768)"
2016,PB2017A02016,authorized agent,Walton on the Park South Condo Assoc,2,W,Delaware,PL,201,17-04-435-034-1001-1528,06/22/0017,10/16/2017,10/16/2017,41.8992486496,-87.6283465652,"(41.89924864959086, -87.62834656519264)"
1826,PB2017A01826,AUTHORIZED AGENT,LANDMARK GARDEN CA,3556,S,STATE,ST,1,17334260144016,,08/28/2017,08/28/2017,41.8293419827,-87.6266699807,"(41.82934198273863, -87.62666998065693)"
647,PB2016A00647,Authorized Agent,Chelsea Townhomes,1143,W,Monroe,ST,1,17-17-210-045-0000,,,09/22/2016,41.8802317507,-87.6563686765,"(41.88023175067112, -87.65636867650146)"
3161,PB2021A03161,Treasurer,Marquette Row 685 Condominium Association,685,N,Peoria,ST,9,17-08-222-044-1002,,08/13/2021,08/13/2021,41.8947146756,-87.6499702518,"(41.89471467561633, -87.64997025177524)"
630,PB2016A00630,Authorized Agent,Chelsea Townhomes,1137 #6,W,Monroe,ST,1,17-17-210-062-0000,,,09/22/2016,41.8802352922,-87.6561414428,"(41.88023529222652, -87.6561414427707)"
2616,PB2019A02616,Manager,,1623,N,Talman,AVE,5,13-36-428-014-0000,,09/30/2019,09/30/2019,41.9109720465,-87.6931945157,"(41.910972046544885, -87.69319451572878)"
2346,PB2018A02346,property manager,Townhomes of Vernon Park Place,1033,W,Vernon Park,PL,49,17-17-412-044-1001-1049,,07/30/2018,07/30/2018,41.872932335,-87.6525000624,"(41.872932335033724, -87.65250006243717)"
1944,PB2017A01944,Community Association Manager,Archer Place Condominium Association,2272,S,Archer,AVE,59,17-28-105-045-1001-1129,07/16/2017,09/18/2017,09/18/2017,41.8515519616,-87.6378090927,"(41.85155196157193, -87.63780909269398)"
519,PB2016A00519,Authorized Agent,560 W Fulton Condominium Assoc,560,W,Fulton,ST,40,17-09-303-087-1001-1080,,,09/13/2016,41.8869228397,-87.6422934153,"(41.88692283969671, -87.64229341527486)"
1145,PB2017A01145,property manager,Victorian Landmark Condo Assoc,2348-2354,N,Cleveland,AVE,32,14-33-104-087-1001-1032,07/11/2016,02/23/2017,02/23/2017,41.9251927175,-87.6416143419,"(41.92519271750332, -87.64161434188412)"
944,PB2017A00944,Owner,,440-448,N,State,ST,11,17-09-255-011-0000 thru 17-09-255-018-0000,,,12/14/2016,41.8904625853,-87.6281709437,"(41.89046258527004, -87.62817094368984)"
2846,PB2019A02846,Manager,,7411-7429,S,Jeffery,BLVD,25,20-25-221-005-0000,,10/02/2019,10/02/2019,41.7603475283,-87.5760272363,"(41.760347528320914, -87.57602723629427)"
2642,PB2019A02642,Manager,,2341,N,Kimball,AVE,4,13-35-206-009-0000,,10/01/2019,10/01/2019,41.9240909347,-87.7119408749,"(41.92409093471448, -87.71194087487726)"
3220,PB2022A03220,Property Manager,The Darien Apt Condominium Association,3100,N,Lake Shore,DR,226,14-28-201-015-1000,,02/18/2022,02/18/2022,41.9377712633,-87.6374559758,"(41.93777126333811, -87.63745597579715)"
1857,PB2017A01857,Property Manager,,333,E,Ontario,ST,1061,"17-10-207-011-0000, 17-10-207-012-0000, 17-10-207-013-0000, 17-10-207-014-0000, 17-10-207-015-0000, 17-10-207-016-0000, 17-10-207-017-0000, 17-10-207-018-0000, 17-10-207-019-0000, 17-10-207-020-0000, 17-10-207-021-0000, 17-10-207-022-0000, 17-10-207-023-0000, 17-10-207-024-0000",,09/07/2017,09/07/2017,41.8933211887,-87.6189671889,"(41.89332118867334, -87.61896718885811)"
1938,PB2017A01938,President,630 N. Franklin Condo Assoc,630,N,Franklin,ST,165,"17-09-222-018-0000, 17-09-222-019-0000 (formerly under PB2017A01819)",,09/13/2017,09/13/2017,41.8932056108,-87.6357624383,"(41.8932056108229, -87.63576243834135)"
1139,PB2017A01139,authorized agent,Glen Lake No. 1 Condo Assoc,4160,N,Natchez,AVE,44,13-18-409-069-1253-1296,01/23/2017,02/23/2017,02/23/2017,41.9565653173,-87.7890483135,"(41.95656531730369, -87.78904831354821)"
2092,PB2017A02092,property manager,Bank Note Place Condo Assoc,120,E,Cullerton,ST,118,17-22-307-110-1001-1239,,12/11/2017,12/11/2017,41.8556149079,-87.6228802836,"(41.85561490792959, -87.62288028362399)"
729,PB2016A00729,Owner,Dead End Chutes LLC 429 W Melrose,429,W,Melrose,ST,7,14-21-314-020-0000,,,10/11/2016,41.9410777502,-87.6407027268,"(41.941077750157824, -87.64070272676815)"
1928,PB2017A01928,authorized agent,,17,W,35TH,ST,1,17334080490000,,09/12/2017,09/12/2017,41.8308908351,-87.6272382049,"(41.83089083505026, -87.62723820487749)"
1156,PB2017A01156,"managing agent, TCC Realty LLC",,4014-4016,N,Southport,AVE,12,14-17-314-022-0000,,02/23/2017,02/23/2017,41.9548450185,-87.6643710341,"(41.954845018517354, -87.66437103409281)"
1835,PB2017A01835,Owner,,1809,W,Patterson,AVE,2,14-19-228-036-0000,,09/01/2017,09/01/2017,41.9478147228,-87.6747735613,"(41.94781472284716, -87.67477356130632)"
550,PB2016A00550,Authorized Agent,"RTS Properties LLC, Wellington-Kenneth Series",3002,N,Kenneth,AVE,10,13-27-113-038-0000,,,08/31/2016,41.9354405579,-87.7382983334,"(41.935440557906745, -87.73829833337356)"
2310,PB2018A02310,Owner,,2732,W,Chicago,AVE,6,16-01-424-041-0000,,04/25/2018,04/25/2018,41.8957681042,-87.6954075176,"(41.89576810421064, -87.69540751762449)"
2231,PB2018A02231,Property Manager,,2646,W,Potomac,AVE,8,16-01-223-026-0000,,04/03/2018,04/03/2018,41.9048894057,-87.6938826763,"(41.90488940572966, -87.69388267633094)"
1297,PB2017A01297,President,Landmark Village Homeowner Association,1840,W,Diversey,PKWY,198,14-30-222-173-1049-1058,,03/28/2017,03/28/2017,41.9324313543,-87.6751860342,"(41.93243135431151, -87.67518603422607)"
3130,PB2021A03130,Kalabich Management,,6942-6946,S,Cornell,AVE,17,20-24-316-029 and 038-0000,,03/30/2021,03/30/2021,41.7684368906,-87.5845502625,"(41.76843689055421, -87.58455026248366)"
2805,PB2019A02805,Manager,,7006,W,Medill,AVE,8,13-31-102-025-1003,,10/02/2019,10/02/2019,41.922445458,-87.8010414994,"(41.922445457998904, -87.80104149942662)"
2119,PB2018A02119,President,4706 North Monticello Condominium Association,4706,N,Monticello,AVE,4,13141050311000,01/22/2018,01/23/2018,01/23/2018,41.9667727598,-87.7195765263,"(41.9667727598284, -87.7195765263142)"
714,PB2016A00714,Registered Agent,Diversey IV LLC,839,W,Diversey,PKWY,52,14-29-406-007-0000,10/05/2016,,10/06/2016,41.9325825826,-87.6505306166,"(41.93258258256387, -87.65053061655321)"
1196,PB2017A01196,Vice President,,634,W,Cornelia,AVE,46,14-21-301-005-0000,,03/03/2017,03/03/2017,41.9457245043,-87.6458247949,"(41.9457245042864, -87.6458247948877)"
1380,PB2017A01380,attorney,Columbia Place Townhomes Condo Assoc,2849-2861,N,Hermitage,AVE,64,14-30-223-276-1001-1064,,06/19/2017,06/19/2017,41.9337982878,-87.6722900647,"(41.933798287751145, -87.67229006472019)"
288,PB2016A00288,Property Manager,3611 W Montrose Condominium Assoc,3611,W,Montrose,AVE,34,13-14-307-006-0000,,,08/03/2016,41.9609543479,-87.7185193847,"(41.960954347903765, -87.71851938472402)"
2465,PB2019A02465,authorized agent,Old Town Village West Condo Association,635-653,W,Elm,ST,126,17-04-302-055-1001-1126,01/25/2018,01/25/2019,01/25/2019,41.9025189897,-87.6444996862,"(41.90251898971001, -87.6444996862275)"
1604,PB2017A01604,AUTHORIZED AGENT,EASTGATE VILLAGE CONDOMINIUM ASSOCIATION,342-350,E,25TH,PL,48,17271290931048,,08/10/2017,08/10/2017,41.8464959214,-87.6189370703,"(41.84649592135426, -87.61893707031363)"
2649,PB2019A02649,Manager,,3508,W,Fullerton,AVE,3,13-26-424-037-0000,,10/01/2019,10/01/2019,41.9247379238,-87.7149695104,"(41.92473792376641, -87.71496951040898)"
1176,PB2017A01176,Vice President,,2756,N,Pine Grove,AVE,134,14-28-309-003-0000,,03/03/2017,03/03/2017,41.9324993838,-87.6413840834,"(41.93249938376304, -87.64138408340108)"
605,PB2016A00605,Authorized Agent,Chelsea Townhomes,1117 #10,W,Monroe,ST,1,17-17-210-087-0000,,,09/22/2016,41.8802470942,-87.6553839969,"(41.880247094162456, -87.6553839968631)"
3347,PB2023A03347,Registered Agent,Dayton Diversey Condominium Association,825,W,Diversey,PKWY,4,14294070901004,11/21/2023,11/22/2023,11/22/2023,41.9325881285,-87.6500723525,"(41.93258812849465, -87.65007235254045)"
600,PB2016A00600,Authorized Agent,Chelsea Townhomes,1117 #5,W,Monroe,ST,1,17-17-210-092-0000,,,09/22/2016,41.8802470942,-87.6553839969,"(41.880247094162456, -87.6553839968631)"
857,PB2017A00857,Owner,Northtown Village Phase II,721,W,Evergreen,AVE,,17-04-113-100-1087,,,08/29/2016,41.9062550071,-87.6463600825,"(41.90625500707687, -87.64636008253922)"
1657,PB2017A01657,Agent,3800-3806 N. Greenview,3800-3806,N,Greenview,AVE,8,14-20-105-041-0000,,08/11/2017,08/11/2017,41.9507511444,-87.6675540232,"(41.950751144397564, -87.66755402316493)"
485,PB2016A00485,Authorized Agent,Vita Agiata Condominium Assoc,1459-1467,W,Fargo,AVE,20,11-29-311-029-1000,,,08/29/2016,42.0170168348,-87.667732373,"(42.01701683476573, -87.66773237301318)"
2132,PB2018A02132,President,Golden Court Condominium Association,7401-7411,N,Hoyne,AVE,30,11-30-315-001-0000,,02/14/2018,02/14/2018,42.0159791216,-87.6828623093,"(42.01597912159504, -87.68286230934174)"
1623,PB2017A01623,Property Manager,Fullerton-Geneva Condo Assn,2346-2352,N,Geneva,TER,19,14-33-102-039-1019,,08/10/2017,08/10/2017,41.92510458,-87.6440373931,"(41.9251045799866, -87.64403739305301)"
1146,PB2017A01146,Board President,Shakespeare Court Condo Assoc,1033,E,46th,ST,36,20-02-317-055-1001-1036,,02/23/2017,02/23/2017,41.811314325,-87.6004059034,"(41.81131432504807, -87.60040590336006)"
1680,PB2017A01680,Agent,3432-3458 N. Monticello Ave.,3432-3458,N,Monticello,AVE,54,13-23-315-052-0000,,08/11/2017,08/11/2017,41.9438391814,-87.7189085371,"(41.943839181438975, -87.71890853709678)"
1306,PB2017A01306,Registered Agent,,6301-6305,N,Hermitage,AVE,40,14-06-206-008-0000,,03/29/2017,03/29/2017,41.9956569958,-87.6732924352,"(41.99565699579755, -87.67329243523369)"
